Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11267,Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0.0,70000.0,0.0,10000.0,80000.0
11269,Koudelka,PS,1999,Role-Playing,Atari,50000.0,30000.0,0.0,10000.0,80000.0
11272,IHRA Drag Racing: Sportsman Edition,PS2,2006,Racing,Bethesda Softworks,40000.0,30000.0,0.0,10000.0,80000.0
11274,Don King Boxing,DS,2009,Sports,Take-Two Interactive,60000.0,10000.0,0.0,10000.0,80000.0
11275,Escape Dead Island,PS3,2014,Action,Deep Silver,30000.0,40000.0,0.0,10000.0,80000.0
11276,Animal Planet: Emergency Vets,DS,2009,Simulation,Activision,80000.0,0.0,0.0,10000.0,80000.0
11277,Martian Panic,Wii,2010,Adventure,Unknown,80000.0,0.0,0.0,0.0,80000.0
11278,America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,80000.0,0.0,0.0,10000.0,80000.0
11280,"Sesame Street: Ready, Set, Grover!",DS,2011,Misc,Warner Bros. Interactive Entertainment,80000.0,0.0,0.0,10000.0,80000.0
11281,Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,Electronic Arts,80000.0,0.0,0.0,10000.0,80000.0
11282,Wreckin Crew,PS,1998,Racing,Telstar,50000.0,30000.0,0.0,10000.0,80000.0
11285,MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,30000.0,50000.0,0.0,10000.0,80000.0
11286,Major League Baseball 2K9,PSP,2009,Sports,Spike,80000.0,0.0,0.0,10000.0,80000.0
11288,Rescue Heroes: Billy Blazes,GBA,2003,Action,Vivendi Games,60000.0,20000.0,0.0,0.0,80000.0
11289,SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,The Adventure Company,70000.0,10000.0,0.0,10000.0,80000.0
11290,Battlefield 2,PC,2005,Shooter,Electronic Arts,0.0,70000.0,0.0,20000.0,80000.0
11291,Frantix,PSP,2005,Puzzle,Ubisoft,80000.0,0.0,0.0,10000.0,80000.0
11292,Sega GT Online,XB,2003,Racing,Sega,60000.0,20000.0,0.0,0.0,80000.0
11295,The Spiderwick Chronicles,DS,2008,Action,Vivendi Games,80000.0,0.0,0.0,10000.0,80000.0
11296,ZhuZhu Babies,DS,2011,Simulation,Activision,70000.0,10000.0,0.0,10000.0,80000.0
11297,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GBA,2005,Adventure,Activision,60000.0,20000.0,0.0,0.0,80000.0
11298,Prisoner of War,XB,2002,Adventure,Atari,60000.0,20000.0,0.0,0.0,80000.0
11300,S.C.A.R.S,PS,1998,Racing,Ubisoft,50000.0,30000.0,0.0,10000.0,80000.0
11301,The Secret Saturdays: Beasts of the 5th Sun,DS,2009,Action,D3Publisher,80000.0,0.0,0.0,10000.0,80000.0
11302,Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,20000.0,60000.0,0.0,10000.0,80000.0
11303,The King of Fighters '98: Dream Match Never Ends,PS,1999,Fighting,SNK Playmore,50000.0,30000.0,0.0,10000.0,80000.0
11304,Air Conflicts: Secret Wars,X360,2011,Simulation,bitComposer Games,60000.0,20000.0,0.0,10000.0,80000.0
11305,Elebits: The Adventures of Kai and Zero,DS,2008,Adventure,Konami Digital Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11306,PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,40000.0,30000.0,0.0,10000.0,80000.0
11308,ESPN NFL Primetime 2002,PS2,2001,Sports,Konami Digital Entertainment,40000.0,30000.0,0.0,10000.0,80000.0
11309,Wildlife Park 3,PC,2011,Simulation,bitComposer Games,0.0,70000.0,0.0,20000.0,80000.0
11310,101-in-1 Sports Megamix,DS,2010,Sports,Nordcurrent,80000.0,0.0,0.0,10000.0,80000.0
11311,From Russia With Love,PSP,2006,Action,Electronic Arts,70000.0,10000.0,0.0,10000.0,80000.0
11312,Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,20000.0,50000.0,0.0,10000.0,80000.0
11314,Zoids: Legacy,GBA,2003,Role-Playing,Tomy Corporation,60000.0,20000.0,0.0,0.0,80000.0
11316,Monster Jam: Path of Destruction,PSP,2010,Racing,Activision,70000.0,0.0,0.0,10000.0,80000.0
11317,Captain America: Super Soldier,3DS,2011,Action,Sega,50000.0,20000.0,0.0,10000.0,80000.0
11318,Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,80000.0,0.0,0.0,10000.0,80000.0
11319,Onimusha Tactics,GBA,2003,Strategy,Capcom,60000.0,20000.0,0.0,0.0,80000.0
11320,Bomberman Jetters,GC,2002,Puzzle,Hudson Soft,60000.0,20000.0,0.0,0.0,80000.0
11321,TOCA Race Driver 3,PS2,2006,Racing,Codemasters,40000.0,30000.0,0.0,10000.0,80000.0
11322,Sports Collection,DS,2010,Sports,Ubisoft,60000.0,10000.0,0.0,10000.0,80000.0
11323,Konami Classics Vol. 1,X360,2009,Misc,Konami Digital Entertainment,80000.0,0.0,0.0,10000.0,80000.0
11324,Pac-Man Power Pack,PS2,2008,Misc,Namco Bandai Games,40000.0,30000.0,0.0,10000.0,80000.0
11326,Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,40000.0,30000.0,0.0,10000.0,80000.0
11327,Ultimate Brain Games,GBA,2003,Misc,Telegames,60000.0,20000.0,0.0,0.0,80000.0
11328,NHL 2K7,X360,2006,Sports,Take-Two Interactive,70000.0,0.0,0.0,10000.0,80000.0
11330,Armorines: Project S.W.A.R.M.,PS,2000,Shooter,Acclaim Entertainment,50000.0,30000.0,0.0,10000.0,80000.0
11331,Gundam Seed: Battle Assault,GBA,2004,Fighting,Namco Bandai Games,60000.0,20000.0,0.0,0.0,80000.0
11335,Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,80000.0,0.0,0.0,10000.0,80000.0
11338,Aliens versus Predator: Extinction,XB,2003,Strategy,Electronic Arts,60000.0,20000.0,0.0,0.0,80000.0
11339,RTX Red Rock,PS2,2003,Shooter,LucasArts,40000.0,30000.0,0.0,10000.0,80000.0
11340,Nano Assault,3DS,2011,Shooter,Majesco Entertainment,80000.0,0.0,0.0,10000.0,80000.0
11342,FIFA Street 2,XB,2006,Sports,Electronic Arts,60000.0,20000.0,0.0,0.0,80000.0
11345,Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,60000.0,20000.0,0.0,0.0,80000.0
11346,Shining Soul II,GBA,2003,Role-Playing,THQ,60000.0,20000.0,0.0,0.0,80000.0
11348,America's Next Top Model,Wii,2010,Action,Crave Entertainment,80000.0,0.0,0.0,10000.0,80000.0
11349,Nikoli's Pencil Puzzle,3DS,2011,Puzzle,Hudson Soft,50000.0,30000.0,0.0,10000.0,80000.0
11350,Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,60000.0,20000.0,0.0,0.0,80000.0
11352,Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,60000.0,20000.0,0.0,0.0,80000.0
11353,Pac-Man World Rally,GC,2006,Racing,Namco Bandai Games,60000.0,20000.0,0.0,0.0,80000.0
11354,Gradius Galaxies,GBA,2001,Shooter,Konami Digital Entertainment,60000.0,20000.0,0.0,0.0,80000.0
11355,Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft,60000.0,20000.0,0.0,0.0,80000.0
11356,Mortal Kombat Kollection,PS2,2008,Fighting,Midway Games,40000.0,30000.0,0.0,10000.0,80000.0
11357,Blades of Blood: Samurai Shodown III,PS,1995,Fighting,Sony Computer Entertainment,50000.0,30000.0,0.0,10000.0,80000.0
11358,LEGO Soccer Mania,PS2,2002,Sports,Electronic Arts,40000.0,30000.0,0.0,10000.0,80000.0
11359,Puchi Puchi Virus,DS,2007,Puzzle,Jaleco,80000.0,0.0,0.0,10000.0,80000.0
11361,Petz: Dogz Family,PSP,2009,Simulation,Ubisoft,50000.0,20000.0,0.0,10000.0,80000.0
11362,Worms: Open Warfare,DS,2006,Strategy,THQ,50000.0,30000.0,0.0,10000.0,80000.0
11364,Deadliest Catch: Sea of Chaos,PS3,2010,Sports,Crave Entertainment,80000.0,0.0,0.0,10000.0,80000.0
11366,Strider 2,PS,2000,Platform,Virgin Interactive,50000.0,30000.0,0.0,10000.0,80000.0
11367,ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,40000.0,30000.0,0.0,10000.0,80000.0
11369,Board Game Classics,GBA,2005,Misc,"Destination Software, Inc",60000.0,20000.0,0.0,0.0,80000.0
11370,Supremacy MMA,X360,2011,Fighting,505 Games,50000.0,30000.0,0.0,10000.0,80000.0
11371,Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,0.0,70000.0,0.0,10000.0,80000.0
11372,Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,Ghostlight,40000.0,30000.0,0.0,10000.0,80000.0
11373,Death Jr. and the Science Fair of Doom,DS,2007,Platform,Konami Digital Entertainment,80000.0,0.0,0.0,10000.0,80000.0
11375,Super Monkey Ball Adventure,PSP,2006,Platform,Sega,50000.0,20000.0,0.0,10000.0,80000.0
11376,Zatch Bell! Mamodo Battles,PS2,2005,Fighting,Namco Bandai Games,40000.0,30000.0,0.0,10000.0,80000.0
11377,Dream Day: Wedding Destinations,DS,2009,Simulation,THQ,80000.0,0.0,0.0,10000.0,80000.0
11379,Bejeweled 3,PC,2010,Puzzle,PopCap Games,20000.0,50000.0,0.0,10000.0,80000.0
11380,Iron Man / X-O Manowar in Heavy Metal,PS,1996,Platform,Acclaim Entertainment,50000.0,30000.0,0.0,10000.0,80000.0
11382,Pimp My Ride: Street Racing,PS2,2009,Racing,Activision,40000.0,30000.0,0.0,10000.0,80000.0
11383,Exit,PSP,2005,Puzzle,Ubisoft,70000.0,0.0,0.0,10000.0,80000.0
11385,Robotron X,PS,1996,Shooter,GT Interactive,50000.0,30000.0,0.0,10000.0,80000.0
11388,Sushi Academy,DS,2009,Action,DTP Entertainment,80000.0,0.0,0.0,10000.0,80000.0
11390,The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,0.0,70000.0,0.0,20000.0,80000.0
11391,Grand Prix Challenge,PS2,2002,Racing,Atari,40000.0,30000.0,0.0,10000.0,80000.0
11392,Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,80000.0,0.0,0.0,10000.0,80000.0
11394,Smart Bomb,PSP,2005,Puzzle,Eidos Interactive,70000.0,0.0,0.0,10000.0,80000.0
11395,FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,60000.0,20000.0,0.0,0.0,80000.0
11398,NHL 06,GC,2005,Sports,Electronic Arts,60000.0,20000.0,0.0,0.0,80000.0
11400,Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive,60000.0,10000.0,0.0,10000.0,80000.0
11402,Pinobee: Wings of Adventure,GBA,2001,Platform,Hudson Entertainment,60000.0,20000.0,0.0,0.0,80000.0
11403,State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,40000.0,30000.0,0.0,10000.0,80000.0
11405,My English Coach: Para Hispanoparlantes,DS,2009,Misc,Ubisoft,80000.0,0.0,0.0,10000.0,80000.0
11406,Ninjabread Man,Wii,2007,Action,Popcorn Arcade,70000.0,0.0,0.0,10000.0,80000.0
11408,Crush,PSP,2007,Puzzle,Sega,70000.0,0.0,0.0,10000.0,80000.0
11410,Fatal Frame III: The Tormented,PS2,2005,Action,Take-Two Interactive,40000.0,30000.0,0.0,10000.0,80000.0
11412,Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,60000.0,10000.0,0.0,10000.0,80000.0
11413,Seven Samurai 20XX,PS2,2004,Action,Sega,40000.0,30000.0,0.0,10000.0,80000.0
11414,10 Minute Solution,Wii,2010,Sports,Activision,60000.0,10000.0,0.0,10000.0,80000.0
11417,Cloudy With a Chance of Meatballs,PSP,2009,Platform,Ubisoft,70000.0,0.0,0.0,10000.0,80000.0
11418,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,60000.0,20000.0,0.0,0.0,80000.0
11419,Ultimate Ghosts 'n Goblins,PSP,2006,Platform,Capcom,70000.0,10000.0,0.0,10000.0,80000.0
11421,Swingerz Golf,GC,2002,Sports,Eidos Interactive,60000.0,20000.0,0.0,0.0,80000.0
11423,Petz Fantasy: Sunshine Magic,DS,2010,Simulation,Ubisoft,70000.0,0.0,0.0,0.0,80000.0
11424,C.O.P.: The Recruit,DS,2009,Action,Ubisoft,50000.0,20000.0,0.0,10000.0,80000.0
11425,Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,30000.0,40000.0,0.0,10000.0,80000.0
11428,Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11431,FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,60000.0,20000.0,0.0,0.0,80000.0
11432,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0.0,70000.0,0.0,0.0,80000.0
11433,Little League World Series Baseball: Double Play,DS,2010,Sports,Activision,80000.0,0.0,0.0,10000.0,80000.0
11434,DanceDanceRevolution,X360,2011,Simulation,Konami Digital Entertainment,80000.0,0.0,0.0,10000.0,80000.0
11435,"3 in 1: Solitaire, Mahjong & Tangram",DS,2010,Misc,Deep Silver,0.0,70000.0,0.0,10000.0,80000.0
11436,Pop'n Music,Wii,2009,Misc,Konami Digital Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11437,Outlaw Golf,GC,2002,Sports,TDK Mediactive,60000.0,20000.0,0.0,0.0,80000.0
11438,Worms: A Space Oddity,Wii,2008,Strategy,THQ,60000.0,20000.0,0.0,10000.0,80000.0
11440,Diego's Build & Rescue,DS,2010,Action,Take-Two Interactive,70000.0,0.0,0.0,10000.0,80000.0
11442,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,Crystal Dynamics,40000.0,30000.0,0.0,10000.0,80000.0
11443,Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,60000.0,10000.0,0.0,10000.0,80000.0
11444,Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,60000.0,10000.0,0.0,10000.0,80000.0
11445,Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,70000.0,10000.0,0.0,10000.0,80000.0
11446,Bangai-O Spirits,DS,2008,Shooter,D3Publisher,70000.0,0.0,0.0,10000.0,80000.0
11447,NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,70000.0,0.0,0.0,10000.0,80000.0
11449,The Italian Job,XB,2003,Racing,Eidos Interactive,60000.0,20000.0,0.0,0.0,80000.0
11450,Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,60000.0,20000.0,0.0,0.0,80000.0
11452,R/C Stunt Copter,PS,1998,Simulation,Interplay,40000.0,30000.0,0.0,10000.0,80000.0
11454,Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,30000.0,50000.0,0.0,10000.0,80000.0
11456,Horrid Henry's Horrid Adventure,DS,2010,Adventure,Asylum Entertainment,0.0,70000.0,0.0,10000.0,80000.0
11459,Princess in Love,DS,2009,Simulation,DTP Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11460,The Legend of Alon D'ar,PS2,2001,Role-Playing,Ubisoft,40000.0,30000.0,0.0,10000.0,80000.0
11461,Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,40000.0,30000.0,0.0,10000.0,80000.0
11462,Cate West: The Vanishing Files,Wii,2009,Adventure,Oxygen Interactive,70000.0,0.0,0.0,10000.0,80000.0
11463,Jimmie Johnson's Anything With an Engine,Wii,2011,Racing,Konami Digital Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11465,Big Mutha Truckers,GC,2003,Racing,Empire Interactive,60000.0,20000.0,0.0,0.0,80000.0
11467,Qubed,X360,2009,Puzzle,Atari,70000.0,0.0,0.0,10000.0,80000.0
11468,The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,10000.0,50000.0,0.0,20000.0,80000.0
11469,TrackMania DS,DS,2008,Racing,Focus Home Interactive,60000.0,10000.0,0.0,10000.0,80000.0
11470,Junior Classic Books & Fairytales,DS,2010,Misc,GSP,60000.0,10000.0,0.0,10000.0,80000.0
11472,Prey the Stars,DS,2008,Action,Tecmo Koei,70000.0,0.0,0.0,10000.0,80000.0
11473,Knights Contract,X360,2011,Action,Namco Bandai Games,50000.0,30000.0,0.0,10000.0,80000.0
11474,Chronicles of Mystery: The Secret Tree of Life,DS,2011,Adventure,City Interactive,30000.0,40000.0,0.0,10000.0,80000.0
11477,Bust-A-Move 2 Arcade Edition,N64,1997,Puzzle,Acclaim Entertainment,60000.0,20000.0,0.0,0.0,80000.0
11478,Knife Edge: NoseGunner,N64,1998,Shooter,Mitsui,60000.0,20000.0,0.0,0.0,80000.0
11479,Puzzle Chronicles,PSP,2010,Puzzle,Konami Digital Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11480,Wetrix,N64,1998,Puzzle,Ocean,60000.0,20000.0,0.0,0.0,80000.0
11481,NHL Breakaway 99,N64,1998,Sports,Acclaim Entertainment,70000.0,10000.0,0.0,0.0,80000.0
11482,Tony Hawk's Pro Skater 3,N64,2002,Sports,Activision,60000.0,20000.0,0.0,0.0,80000.0
11483,Iggy's Reckin' Balls,N64,1998,Racing,Acclaim Entertainment,60000.0,20000.0,0.0,0.0,80000.0
11485,Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0.0,60000.0,0.0,20000.0,80000.0
11486,Samurai Western,PS2,2004,Action,505 Games,40000.0,30000.0,0.0,10000.0,80000.0
11487,"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0.0,60000.0,0.0,20000.0,80000.0
11488,Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,70000.0,0.0,0.0,10000.0,80000.0
11490,Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,60000.0,10000.0,0.0,10000.0,80000.0
11491,Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,60000.0,20000.0,0.0,0.0,80000.0
11492,High Heat Major League Baseball 2004,XB,2003,Sports,3DO,60000.0,20000.0,0.0,0.0,80000.0
11493,TimeSplitters: Future Perfect,GC,2005,Shooter,Electronic Arts,60000.0,20000.0,0.0,0.0,80000.0
11494,Ultimate Shooting Collection,Wii,2008,Shooter,Milestone,80000.0,0.0,0.0,0.0,80000.0
11497,Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,50000.0,20000.0,0.0,10000.0,80000.0
11498,Gradius III and IV,PS2,2000,Shooter,Konami Digital Entertainment,40000.0,30000.0,0.0,10000.0,80000.0
11502,Man vs. Wild,PS3,2010,Action,Abylight,70000.0,0.0,0.0,10000.0,80000.0
11503,Incredible Crisis,PS,1999,Action,Titus,40000.0,30000.0,0.0,10000.0,80000.0
11504,Midway Arcade Treasures 3,XB,2005,Misc,Midway Games,60000.0,20000.0,0.0,0.0,80000.0
11505,Witches & Vampires: The Secrets of Ashburry,DS,2010,Adventure,DTP Entertainment,50000.0,20000.0,0.0,10000.0,80000.0
11506,The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,Marvelous Interactive,60000.0,20000.0,0.0,0.0,80000.0
11508,Disney's Meet the Robinsons,X360,2007,Action,Disney Interactive Studios,70000.0,0.0,0.0,10000.0,80000.0
11509,Cabela's North American Adventures,PS2,2010,Sports,Activision,40000.0,30000.0,0.0,10000.0,80000.0
11512,NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11513,Jillian Michaels Fitness Ultimatum 2010,DS,2009,Sports,Majesco Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11514,Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,10000.0,60000.0,0.0,10000.0,80000.0
11515,Silent Hunter III,PC,2005,Simulation,Ubisoft,0.0,70000.0,0.0,10000.0,80000.0
11518,Shonen Jump's One Piece: Pirates Carnival,GC,2005,Misc,Namco Bandai Games,60000.0,20000.0,0.0,0.0,80000.0
11520,Goblin Commander: Unleash the Horde,XB,2003,Strategy,Jaleco,60000.0,20000.0,0.0,0.0,80000.0
11521,Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,10000.0,50000.0,0.0,10000.0,80000.0
11522,MXGP 2,PS4,2016,Racing,Milestone S.r.l.,20000.0,50000.0,0.0,10000.0,80000.0
11524,Puzzler Mind Gym 3D,3DS,2011,Puzzle,Ubisoft,70000.0,0.0,0.0,0.0,80000.0
11525,Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,50000.0,10000.0,0.0,10000.0,80000.0
11529,Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,30000.0,40000.0,0.0,10000.0,80000.0
11530,Tempest 3X,PS,1995,Shooter,Interplay,40000.0,30000.0,0.0,10000.0,80000.0
11532,Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,40000.0,30000.0,0.0,10000.0,80000.0
11533,My Friends,DS,2009,Misc,Oxygen Interactive,70000.0,0.0,0.0,10000.0,80000.0
11534,World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,60000.0,10000.0,0.0,10000.0,80000.0
11535,Superman: Shadow of Apokolips,GC,2003,Action,Atari,60000.0,20000.0,0.0,0.0,80000.0
11538,The Croods: Prehistoric Party!,DS,2013,Misc,D3Publisher,30000.0,40000.0,0.0,10000.0,80000.0
11540,Batman: Dark Tomorrow,GC,2003,Action,Kemco,60000.0,20000.0,0.0,0.0,80000.0
11541,Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,70000.0,0.0,0.0,10000.0,80000.0
11542,Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0.0,60000.0,0.0,20000.0,80000.0
11544,The First Templar,PC,2011,Action,Kalypso Media,60000.0,10000.0,0.0,10000.0,80000.0
11546,Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,Atlus,40000.0,30000.0,0.0,10000.0,80000.0
11547,Little League World Series Baseball 2010,PS3,2010,Sports,Activision,70000.0,0.0,0.0,10000.0,80000.0
11548,Wordfish,DS,2008,Puzzle,Ubisoft,70000.0,0.0,0.0,10000.0,80000.0
11549,Battlestar Galactica,XB,2003,Shooter,Vivendi Games,60000.0,20000.0,0.0,0.0,80000.0
11550,Fireblade,XB,2002,Action,Midway Games,60000.0,20000.0,0.0,0.0,80000.0
11551,futureU: The Prep Game for SAT,DS,2008,Misc,Aspyr,70000.0,0.0,0.0,10000.0,80000.0
11552,BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,30000.0,40000.0,0.0,10000.0,80000.0
11553,Johnny Test,DS,2011,Platform,505 Games,70000.0,0.0,0.0,10000.0,80000.0
11554,Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,60000.0,10000.0,0.0,10000.0,80000.0
11555,Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,60000.0,20000.0,0.0,0.0,80000.0
11556,Boxing Fever,GBA,2001,Sports,THQ,60000.0,20000.0,0.0,0.0,80000.0
11557,RoadKill,XB,2003,Action,Midway Games,60000.0,20000.0,0.0,0.0,80000.0
11558,Discovery Kids: Spider Quest,DS,2009,Misc,505 Games,70000.0,0.0,0.0,10000.0,80000.0
11561,7 Wonders of the Ancient World,PSP,2007,Puzzle,Mumbo Jumbo,70000.0,0.0,0.0,10000.0,80000.0
11562,New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11563,Indycar Series 2005,XB,2004,Action,Codemasters,60000.0,20000.0,0.0,0.0,80000.0
11565,Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11566,Madden NFL 17,X360,2016,Sports,Electronic Arts,60000.0,10000.0,0.0,10000.0,80000.0
11567,Taz Wanted,GC,2002,Platform,Atari,60000.0,20000.0,0.0,0.0,80000.0
11568,The Voice,X360,2014,Action,Activision,70000.0,0.0,0.0,10000.0,80000.0
11569,Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,Takara Tomy,70000.0,0.0,0.0,10000.0,80000.0
11570,Skydiving Extreme,PS,2001,Sports,Banpresto,40000.0,30000.0,0.0,10000.0,80000.0
11571,Evil Dead: Regeneration,XB,2005,Action,THQ,60000.0,20000.0,0.0,0.0,80000.0
11572,Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0.0,70000.0,0.0,10000.0,80000.0
11573,Dreamer Series: Shop Owner,DS,2009,Simulation,Deep Silver,70000.0,0.0,0.0,10000.0,80000.0
11574,Evolution Worlds,GC,2002,Role-Playing,Ubisoft,60000.0,20000.0,0.0,0.0,80000.0
11576,Sherlock Holmes: Crimes & Punishments,PS3,2014,Adventure,Focus Home Interactive,30000.0,40000.0,0.0,10000.0,80000.0
11577,Drama Queens,DS,2009,Misc,Majesco Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11579,Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision,40000.0,30000.0,0.0,10000.0,80000.0
11580,My First Songs,Wii,2010,Misc,Mindscape,0.0,70000.0,0.0,10000.0,80000.0
11582,Ultimate Party Challenge,Wii,2009,Misc,Konami Digital Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11584,Scooby-Doo! Who's Watching Who?,PSP,2006,Adventure,THQ,70000.0,10000.0,0.0,10000.0,80000.0
11585,Sub Rebellion,PS2,2002,Simulation,Metro 3D,40000.0,30000.0,0.0,10000.0,80000.0
11586,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,60000.0,10000.0,0.0,10000.0,80000.0
11587,Striker 96,PS,1995,Sports,Time Warner Interactive,40000.0,30000.0,0.0,10000.0,80000.0
11590,Pocket Dogs,GBA,2004,Misc,Agatsuma Entertainment,60000.0,20000.0,0.0,0.0,80000.0
11592,Minecraft: Story Mode,PC,2015,Adventure,Mojang,20000.0,50000.0,0.0,10000.0,80000.0
11593,P.N.03 - Product Number Three,GC,2003,Shooter,Capcom,60000.0,20000.0,0.0,0.0,80000.0
11594,Samurai Warriors 2,X360,2006,Action,Tecmo Koei,70000.0,10000.0,0.0,10000.0,80000.0
11596,Ape Escape: Pumped & Primed,PS2,2004,Misc,Sony Computer Entertainment,40000.0,30000.0,0.0,10000.0,80000.0
11597,Alien Syndrome,PSP,2007,Role-Playing,Sega,70000.0,0.0,0.0,10000.0,80000.0
11598,Monster Trucks DS,DS,2005,Racing,Majesco Entertainment,70000.0,0.0,0.0,10000.0,80000.0
11600,Outlaw Tennis,PS2,2005,Sports,Global Star,40000.0,30000.0,0.0,10000.0,80000.0
11601,Grease Dance,PS3,2011,Misc,505 Games,50000.0,20000.0,0.0,10000.0,80000.0
11602,The Golf Club,PS4,2014,Sports,Unknown,50000.0,20000.0,0.0,10000.0,80000.0
11603,Mission Runway,DS,2008,Simulation,Eidos Interactive,70000.0,10000.0,0.0,10000.0,80000.0
11604,Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,60000.0,10000.0,0.0,10000.0,80000.0
11605,Rayman Origins,PC,2012,Platform,Ubisoft,0.0,60000.0,0.0,10000.0,80000.0
11607,We Sing Rock!,Wii,2011,Misc,Nordic Games,0.0,70000.0,0.0,10000.0,80000.0
11608,LEGO Soccer Mania,GBA,2002,Sports,Electronic Arts,60000.0,20000.0,0.0,0.0,80000.0
11609,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Shooter,Sega,60000.0,10000.0,0.0,10000.0,80000.0
